id,date,open,high,low,close,shares_traded,turnover
369,2023-01-27,17877.2,17884.75,17493.55,17604.35,476342611,40104.83
370,2023-01-30,17541.95,17709.15,17405.55,17648.95,432434028,38159.88
371,2023-01-31,17731.45,17735.7,17537.55,17662.15,398338541,35023.7
372,2023-02-01,17811.6,17972.2,17353.4,17616.3,512870802,38486.19
373,2023-02-02,17517.1,17653.9,17445.95,17610.4,490113567,37639.96
374,2023-02-03,17721.75,17870.3,17584.2,17854.05,424123037,34503.67
375,2023-02-06,17818.55,17823.7,17698.35,17764.6,282544790,21864.88
376,2023-02-07,17790.1,17811.15,17652.55,17721.5,354395693,23611.08
377,2023-02-08,17750.3,17898.7,17744.15,17871.7,290994265,23733.4
378,2023-02-09,17885.5,17916.9,17779.8,17893.45,260854055,21529.97
379,2023-02-10,17847.55,17876.95,17801.0,17856.5,231991834,17063.99
380,2023-02-13,17859.1,17880.7,17719.75,17770.9,231276483,17406.31
381,2023-02-14,17840.35,17954.55,17800.05,17929.85,244512944,20579.8
382,2023-02-15,17896.6,18034.1,17853.8,18015.85,229273800,21457.34
383,2023-02-16,18094.75,18134.75,18000.65,18035.85,230246175,18891.55
384,2023-02-17,17974.85,18034.25,17884.6,17944.2,208053929,16998.33
385,2023-02-20,17965.55,18004.35,17818.4,17844.6,174563233,14729.07
386,2023-02-21,17905.8,17924.9,17800.3,17826.7,198248205,15593.09
387,2023-02-22,17755.35,17772.5,17529.45,17554.3,204021979,17162.09
388,2023-02-23,17574.65,17620.05,17455.4,17511.25,240807918,19313.68
389,2023-02-24,17591.35,17599.75,17421.8,17465.8,209406363,16100.18
390,2023-02-27,17428.6,17451.6,17299.0,17392.7,246448847,16638.41
391,2023-02-28,17383.25,17440.45,17255.2,17303.95,420881259,32959.77
392,2023-03-01,17360.1,17467.75,17345.25,17450.9,272881409,19784.53
393,2023-03-02,17421.5,17445.8,17306.0,17321.9,310669094,22068.68
394,2023-03-03,17451.25,17644.75,17427.7,17594.35,356169518,24143.96
395,2023-03-06,17680.35,17799.95,17671.95,17711.45,362801096,26959.41
396,2023-03-08,17665.75,17766.5,17602.25,17754.4,267041402,23155.56
397,2023-03-09,17772.05,17772.35,17573.6,17589.6,262352056,21964.17
398,2023-03-10,17443.8,17451.5,17324.35,17412.9,235927570,19794.73
399,2023-03-13,17421.9,17529.9,17113.45,17154.3,254914657,22860.67
400,2023-03-14,17160.55,17224.65,16987.1,17043.3,290604200,26057.6
401,2023-03-15,17166.45,17211.35,16938.9,16972.15,248188970,22659.09
402,2023-03-16,16994.65,17062.45,16850.15,16985.6,349820607,24198.71
403,2023-03-17,17111.8,17145.8,16958.15,17100.05,408121255,30478.42
404,2023-03-20,17066.6,17066.6,16828.35,16988.4,241777405,21454.09
405,2023-03-21,17060.4,17127.7,17016.0,17107.5,246737873,22039.11
406,2023-03-22,17177.45,17207.25,17107.85,17151.9,185700457,15712.0
407,2023-03-23,17097.4,17205.4,17045.3,17076.9,219171517,19676.97
408,2023-03-24,17076.2,17109.45,16917.35,16945.05,228038299,19019.88
409,2023-03-27,16984.3,17091.0,16918.55,16985.7,218418670,18466.56
410,2023-03-28,17031.75,17061.75,16913.75,16951.7,238840919,20942.5
411,2023-03-29,16977.3,17126.15,16940.6,17080.7,345911087,27261.74
412,2023-03-31,17210.35,17381.6,17204.65,17359.75,263889033,24970.98
413,2023-04-03,17427.95,17428.05,17312.75,17398.05,230170687,20359.58
414,2023-04-05,17422.3,17570.55,17402.7,17557.05,248345193,23911.75
415,2023-04-06,17533.85,17638.7,17502.85,17599.15,242708337,23543.21
416,2023-04-10,17634.9,17694.1,17597.95,17624.05,254819382,21092.06
417,2023-04-11,17704.8,17748.75,17655.15,17722.3,304263454,25841.64
418,2023-04-12,17759.55,17825.75,17717.25,17812.4,232816318,22851.93
419,2023-04-13,17807.3,17842.15,17729.65,17828.0,285764798,26460.2
420,2023-04-17,17863.0,17863.0,17574.05,17706.85,357401212,35118.57
421,2023-04-18,17766.6,17766.6,17610.2,17660.15,258856690,23032.99
422,2023-04-19,17653.35,17666.15,17579.85,17618.75,281463379,21562.08
423,2023-04-20,17638.6,17684.45,17584.35,17624.45,215103396,19457.45
424,2023-04-21,17639.75,17663.2,17553.95,17624.05,230156645,19091.44
425,2023-04-24,17707.55,17754.5,17612.5,17743.4,255740393,23142.94
426,2023-04-25,17761.55,17807.45,17716.85,17769.25,297445999,28819.53
427,2023-04-26,17767.3,17827.75,17711.2,17813.6,233008677,21295.14
428,2023-04-27,17813.1,17931.6,17797.9,17915.05,241434660,24454.15
429,2023-04-28,17950.4,18089.15,17885.3,18065.0,290263674,27026.12
430,2023-05-02,18124.8,18180.25,18101.75,18147.65,265216308,23615.47
431,2023-05-03,18113.8,18116.35,18042.4,18089.85,226171254,19079.79
432,2023-05-04,18081.0,18267.45,18066.7,18255.8,226643581,21889.48
433,2023-05-05,18117.3,18216.95,18055.45,18069.0,239702311,26152.88
434,2023-05-08,18120.6,18286.95,18100.3,18264.4,228399379,22687.94
435,2023-05-09,18303.4,18344.2,18229.65,18265.95,245368649,23478.06
436,2023-05-10,18313.6,18326.75,18211.95,18315.1,220450874,21416.41
437,2023-05-11,18357.8,18389.7,18270.4,18297.0,248932544,26440.1
438,2023-05-12,18273.75,18342.75,18194.55,18314.8,241702589,22046.04
439,2023-05-15,18339.3,18458.9,18287.9,18398.85,216088535,19329.75
440,2023-05-16,18432.35,18432.35,18264.35,18286.5,219490491,21063.78
441,2023-05-17,18300.45,18309.0,18115.35,18181.75,229898510,20903.12
442,2023-05-18,18287.5,18297.2,18104.85,18129.95,272103515,24172.44
443,2023-05-19,18186.15,18218.1,18060.4,18203.4,260898407,22105.67
444,2023-05-22,18201.1,18335.25,18178.85,18314.4,262560942,25147.58
445,2023-05-23,18362.9,18419.75,18324.2,18348.0,270354216,28648.15
446,2023-05-24,18294.8,18392.6,18262.95,18285.4,232621507,24273.17
447,2023-05-25,18268.9,18338.1,18202.4,18321.15,235915651,22411.41
448,2023-05-26,18368.35,18508.55,18333.15,18499.35,198668359,19094.08
449,2023-05-29,18619.15,18641.2,18581.25,18598.65,265323978,19237.57
450,2023-05-30,18606.65,18662.45,18575.5,18633.85,234391323,21660.69
451,2023-05-31,18594.2,18603.9,18483.85,18534.4,696495765,70755.08
452,2023-06-01,18579.4,18580.3,18464.55,18487.75,265630759,24056.99
453,2023-06-02,18550.85,18573.7,18478.4,18534.1,270923679,23171.88
454,2023-06-05,18612.0,18640.15,18582.8,18593.85,256111496,20369.16
455,2023-06-06,18600.8,18622.75,18531.6,18599.0,220789926,21957.47
456,2023-06-07,18665.6,18738.95,18636.0,18726.4,260109671,21482.77
457,2023-06-08,18725.35,18777.9,18615.6,18634.55,286468927,22762.3
458,2023-06-09,18655.9,18676.65,18555.4,18563.4,221760885,20181.42
459,2023-06-12,18595.05,18633.6,18559.75,18601.5,179463966,15386.04
460,2023-06-13,18631.8,18728.9,18631.8,18716.15,233167883,22612.62
461,2023-06-14,18744.6,18769.7,18690.0,18755.9,261354575,19520.08
462,2023-06-15,18774.45,18794.1,18669.05,18688.1,263004991,24820.77
463,2023-06-16,18723.3,18864.7,18710.5,18826.0,272771256,28877.67
464,2023-06-19,18873.3,18881.45,18719.15,18755.45,219815214,22699.84
465,2023-06-20,18752.35,18839.7,18660.65,18816.7,211649257,19687.08
466,2023-06-21,18849.4,18875.9,18794.85,18856.85,217481345,19102.48
467,2023-06-22,18853.6,18886.6,18759.5,18771.25,252697871,24990.87
468,2023-06-23,18741.85,18756.4,18647.1,18665.5,210562119,20619.6
469,2023-06-26,18682.35,18722.05,18646.7,18691.2,171271325,17355.14
470,2023-06-27,18748.55,18829.25,18714.25,18817.4,222464605,21415.89
471,2023-06-28,18908.15,19011.25,18861.35,18972.1,398782019,37356.94
472,2023-06-30,19076.85,19201.7,19024.6,19189.05,247906587,26376.62
473,2023-07-03,19246.5,19345.1,19234.4,19322.55,226050219,22681.54
474,2023-07-04,19406.6,19434.15,19300.0,19389.0,226916635,26634.06
475,2023-07-05,19405.95,19421.6,19339.6,19398.5,224418797,24699.24
476,2023-07-06,19385.7,19512.2,19373.0,19497.3,268261285,28540.18
477,2023-07-07,19422.8,19523.6,19303.6,19331.8,237102566,23089.25
478,2023-07-10,19400.35,19435.85,19327.1,19355.9,268246132,25991.55
479,2023-07-11,19427.1,19515.1,19406.45,19439.4,251263638,26883.78
480,2023-07-12,19497.45,19507.7,19361.75,19384.3,327941559,40163.14
481,2023-07-13,19495.2,19567.0,19385.8,19413.75,310442517,27244.56
482,2023-07-14,19493.45,19595.35,19433.5,19564.5,291165841,25484.44
483,2023-07-17,19612.15,19731.85,19562.95,19711.45,268707894,25975.57
484,2023-07-18,19787.5,19819.45,19690.2,19749.25,286353897,33269.08
485,2023-07-19,19802.95,19851.7,19727.45,19833.15,259660464,26447.9
486,2023-07-20,19831.7,19991.85,19758.4,19979.15,274698867,30622.66
487,2023-07-21,19800.45,19887.4,19700.0,19745.0,,
488,2023-07-24,19748.45,19782.75,19658.3,19672.35,265562151,24522.29
489,2023-07-25,19729.35,19729.35,19615.95,19680.6,369653496,29665.67
490,2023-07-26,19733.35,19825.6,19716.7,19778.3,244747425,23023.86
491,2023-07-27,19850.9,19867.55,19603.55,19659.9,334891351,35019.13
492,2023-07-28,19659.75,19695.9,19563.1,19646.05,258671382,22995.98
493,2023-07-31,19666.35,19772.75,19597.6,19753.8,295053318,23075.38
494,2023-08-01,19784.0,19795.6,19704.6,19733.55,298048161,24554.71
495,2023-08-02,19655.4,19678.25,19423.55,19526.55,290666798,23997.47
496,2023-08-03,19463.75,19537.65,19296.45,19381.65,315688612,29899.38
497,2023-08-04,19462.8,19538.85,19436.45,19517.0,280799561,28086.15
498,2023-08-07,19576.85,19620.45,19524.8,19597.3,216586074,21655.87
499,2023-08-08,19627.2,19634.4,19533.1,19570.85,260294052,25437.47
500,2023-08-09,19578.8,19645.5,19467.5,19632.55,266495074,23201.75
501,2023-08-10,19605.55,19623.6,19495.4,19543.1,312193785,29430.34
502,2023-08-11,19554.25,19557.75,19412.75,19428.3,235524048,24521.24
503,2023-08-14,19383.95,19465.85,19257.9,19434.55,243850815,22767.43
504,2023-08-16,19369.0,19482.75,19317.2,19465.0,226627230,21484.66
505,2023-08-17,19450.55,19461.55,19326.25,19365.25,268663456,26505.65
506,2023-08-18,19301.75,19373.8,19253.6,19310.15,256142364,25641.41
507,2023-08-21,19320.65,19425.95,19296.3,19393.6,262589133,20738.75
508,2023-08-22,19417.1,19443.5,19381.3,19396.45,208704354,20226.48
509,2023-08-23,19439.2,19472.05,19366.6,19444.0,225214991,20167.16
510,2023-08-24,19535.15,19584.45,19369.0,19386.7,268256859,24338.24
511,2023-08-25,19297.4,19339.55,19229.7,19265.8,466518217,24998.12
512,2023-08-28,19298.35,19366.85,19249.7,19306.05,248178769,18237.22
513,2023-08-29,19374.85,19377.9,19309.1,19342.65,307388116,22501.12
514,2023-08-30,19433.45,19452.8,19334.75,19347.45,233004568,19877.49
515,2023-08-31,19375.55,19388.2,19223.65,19253.8,562557215,45699.54
516,2023-09-01,19258.15,19458.55,19255.7,19435.3,372502191,25962.38
517,2023-09-04,19525.05,19545.15,19432.85,19528.8,396071122,24822.79
518,2023-09-05,19564.65,19587.05,19525.75,19574.9,303958622,24029.89
519,2023-09-06,19581.2,19636.45,19491.5,19611.05,512974083,32500.52
520,2023-09-07,19598.65,19737.0,19550.05,19727.05,304929822,23591.0
521,2023-09-08,19774.8,19867.15,19728.05,19819.95,288093693,23530.84
522,2023-09-11,19890.0,20008.15,19865.35,19996.35,248763130,21924.34
523,2023-09-12,20110.15,20110.35,19914.65,19993.2,328064239,30110.8
524,2023-09-13,19989.5,20096.9,19944.1,20070.0,,
525,2023-09-14,20127.95,20167.65,20043.45,20103.1,275111881,21902.65
526,2023-01-02,18131.7,18215.15,18086.5,18197.45,256073979,11793.06
527,2023-01-03,18163.2,18251.95,18149.8,18232.55,208699772,13680.91
528,2023-01-04,18230.65,18243.0,18020.6,18042.95,235162202,16687.71
529,2023-01-05,18101.95,18120.3,17892.6,17992.15,269949738,22108.53
530,2023-01-06,18008.05,18047.4,17795.55,17859.45,238220578,17495.25
531,2023-01-09,17952.55,18141.4,17936.15,18101.2,257237669,19916.16
532,2023-01-10,18121.3,18127.6,17856.0,17914.15,283277918,20570.3
533,2023-01-11,17924.25,17976.35,17824.35,17895.7,259853294,20204.33
534,2023-01-12,17920.85,17945.8,17761.65,17858.2,227769060,19762.43
535,2023-01-13,17867.5,17999.35,17774.25,17956.6,256700729,21341.7
536,2023-01-16,18033.15,18049.65,17853.65,17894.85,206195816,16728.37
537,2023-01-17,17922.8,18072.05,17886.95,18053.3,219055125,17461.09
538,2023-01-18,18074.3,18183.75,18032.45,18165.35,255840928,20500.07
539,2023-01-19,18119.8,18155.2,18063.75,18107.85,237833991,18413.13
540,2023-01-20,18115.6,18145.45,18016.2,18027.65,237225269,19519.96
541,2023-01-23,18118.45,18162.6,18063.45,18118.55,202460434,17060.12
542,2023-01-24,18183.95,18201.25,18078.65,18118.3,216910302,19705.91
543,2023-01-25,18093.35,18100.6,17846.15,17891.95,257227052,20890.56
544,2023-01-27,17877.2,17884.75,17493.55,17604.35,476342611,40104.83
545,2023-01-30,17541.95,17709.15,17405.55,17648.95,432434028,38159.88
546,2023-01-31,17731.45,17735.7,17537.55,17662.15,398338541,35023.7
547,2023-02-01,17811.6,17972.2,17353.4,17616.3,512870802,38486.19
548,2023-02-02,17517.1,17653.9,17445.95,17610.4,490113567,37639.96
549,2023-02-03,17721.75,17870.3,17584.2,17854.05,424123037,34503.67
550,2023-02-06,17818.55,17823.7,17698.35,17764.6,282544790,21864.88
551,2023-02-07,17790.1,17811.15,17652.55,17721.5,354395693,23611.08
552,2023-02-08,17750.3,17898.7,17744.15,17871.7,290994265,23733.4
553,2023-02-09,17885.5,17916.9,17779.8,17893.45,260854055,21529.97
554,2023-02-10,17847.55,17876.95,17801.0,17856.5,231991834,17063.99
555,2023-02-13,17859.1,17880.7,17719.75,17770.9,231276483,17406.31
556,2023-02-14,17840.35,17954.55,17800.05,17929.85,244512944,20579.8
557,2023-02-15,17896.6,18034.1,17853.8,18015.85,229273800,21457.34
558,2023-02-16,18094.75,18134.75,18000.65,18035.85,230246175,18891.55
559,2023-02-17,17974.85,18034.25,17884.6,17944.2,208053929,16998.33
560,2023-02-20,17965.55,18004.35,17818.4,17844.6,174563233,14729.07
561,2023-02-21,17905.8,17924.9,17800.3,17826.7,198248205,15593.09
562,2023-02-22,17755.35,17772.5,17529.45,17554.3,204021979,17162.09
563,2023-02-23,17574.65,17620.05,17455.4,17511.25,240807918,19313.68
564,2023-02-24,17591.35,17599.75,17421.8,17465.8,209406363,16100.18
565,2023-02-27,17428.6,17451.6,17299.0,17392.7,246448847,16638.41
566,2023-02-28,17383.25,17440.45,17255.2,17303.95,420881259,32959.77
567,2023-03-01,17360.1,17467.75,17345.25,17450.9,272881409,19784.53
568,2023-03-02,17421.5,17445.8,17306.0,17321.9,310669094,22068.68
569,2023-03-03,17451.25,17644.75,17427.7,17594.35,356169518,24143.96
570,2023-03-06,17680.35,17799.95,17671.95,17711.45,362801096,26959.41
571,2023-03-08,17665.75,17766.5,17602.25,17754.4,267041402,23155.56
572,2023-03-09,17772.05,17772.35,17573.6,17589.6,262352056,21964.17
573,2023-03-10,17443.8,17451.5,17324.35,17412.9,235927570,19794.73
574,2023-03-13,17421.9,17529.9,17113.45,17154.3,254914657,22860.67
575,2023-03-14,17160.55,17224.65,16987.1,17043.3,290604200,26057.6
576,2023-03-15,17166.45,17211.35,16938.9,16972.15,248188970,22659.09
577,2023-03-16,16994.65,17062.45,16850.15,16985.6,349820607,24198.71
578,2023-03-17,17111.8,17145.8,16958.15,17100.05,408121255,30478.42
579,2023-03-20,17066.6,17066.6,16828.35,16988.4,241777405,21454.09
580,2023-03-21,17060.4,17127.7,17016.0,17107.5,246737873,22039.11
581,2023-03-22,17177.45,17207.25,17107.85,17151.9,185700457,15712.0
582,2023-03-23,17097.4,17205.4,17045.3,17076.9,219171517,19676.97
583,2023-03-24,17076.2,17109.45,16917.35,16945.05,228038299,19019.88
584,2023-03-27,16984.3,17091.0,16918.55,16985.7,218418670,18466.56
585,2023-03-28,17031.75,17061.75,16913.75,16951.7,238840919,20942.5
586,2023-03-29,16977.3,17126.15,16940.6,17080.7,345911087,27261.74
587,2023-03-31,17210.35,17381.6,17204.65,17359.75,263889033,24970.98
588,2023-04-03,17427.95,17428.05,17312.75,17398.05,230170687,20359.58
589,2023-04-05,17422.3,17570.55,17402.7,17557.05,248345193,23911.75
590,2023-04-06,17533.85,17638.7,17502.85,17599.15,242708337,23543.21
591,2023-04-10,17634.9,17694.1,17597.95,17624.05,254819382,21092.06
592,2023-04-11,17704.8,17748.75,17655.15,17722.3,304263454,25841.64
593,2023-04-12,17759.55,17825.75,17717.25,17812.4,232816318,22851.93
594,2023-04-13,17807.3,17842.15,17729.65,17828.0,285764798,26460.2
595,2023-04-17,17863.0,17863.0,17574.05,17706.85,357401212,35118.57
596,2023-04-18,17766.6,17766.6,17610.2,17660.15,258856690,23032.99
597,2023-04-19,17653.35,17666.15,17579.85,17618.75,281463379,21562.08
598,2023-04-20,17638.6,17684.45,17584.35,17624.45,215103396,19457.45
599,2023-04-21,17639.75,17663.2,17553.95,17624.05,230156645,19091.44
600,2023-04-24,17707.55,17754.5,17612.5,17743.4,255740393,23142.94
601,2023-04-25,17761.55,17807.45,17716.85,17769.25,297445999,28819.53
602,2023-04-26,17767.3,17827.75,17711.2,17813.6,233008677,21295.14
603,2023-04-27,17813.1,17931.6,17797.9,17915.05,241434660,24454.15
604,2023-04-28,17950.4,18089.15,17885.3,18065.0,290263674,27026.12
605,2023-05-02,18124.8,18180.25,18101.75,18147.65,265216308,23615.47
606,2023-05-03,18113.8,18116.35,18042.4,18089.85,226171254,19079.79
607,2023-05-04,18081.0,18267.45,18066.7,18255.8,226643581,21889.48
608,2023-05-05,18117.3,18216.95,18055.45,18069.0,239702311,26152.88
609,2023-05-08,18120.6,18286.95,18100.3,18264.4,228399379,22687.94
610,2023-05-09,18303.4,18344.2,18229.65,18265.95,245368649,23478.06
611,2023-05-10,18313.6,18326.75,18211.95,18315.1,220450874,21416.41
612,2023-05-11,18357.8,18389.7,18270.4,18297.0,248932544,26440.1
613,2023-05-12,18273.75,18342.75,18194.55,18314.8,241702589,22046.04
614,2023-05-15,18339.3,18458.9,18287.9,18398.85,216088535,19329.75
615,2023-05-16,18432.35,18432.35,18264.35,18286.5,219490491,21063.78
616,2023-05-17,18300.45,18309.0,18115.35,18181.75,229898510,20903.12
617,2023-05-18,18287.5,18297.2,18104.85,18129.95,272103515,24172.44
618,2023-05-19,18186.15,18218.1,18060.4,18203.4,260898407,22105.67
619,2023-05-22,18201.1,18335.25,18178.85,18314.4,262560942,25147.58
620,2023-05-23,18362.9,18419.75,18324.2,18348.0,270354216,28648.15
621,2023-05-24,18294.8,18392.6,18262.95,18285.4,232621507,24273.17
622,2023-05-25,18268.9,18338.1,18202.4,18321.15,235915651,22411.41
623,2023-05-26,18368.35,18508.55,18333.15,18499.35,198668359,19094.08
624,2023-05-29,18619.15,18641.2,18581.25,18598.65,265323978,19237.57
625,2023-05-30,18606.65,18662.45,18575.5,18633.85,234391323,21660.69
626,2023-05-31,18594.2,18603.9,18483.85,18534.4,696495765,70755.08
627,2023-06-01,18579.4,18580.3,18464.55,18487.75,265630759,24056.99
628,2023-06-02,18550.85,18573.7,18478.4,18534.1,270923679,23171.88
629,2023-06-05,18612.0,18640.15,18582.8,18593.85,256111496,20369.16
630,2023-06-06,18600.8,18622.75,18531.6,18599.0,220789926,21957.47
631,2023-06-07,18665.6,18738.95,18636.0,18726.4,260109671,21482.77
632,2023-06-08,18725.35,18777.9,18615.6,18634.55,286468927,22762.3
633,2023-06-09,18655.9,18676.65,18555.4,18563.4,221760885,20181.42
634,2023-06-12,18595.05,18633.6,18559.75,18601.5,179463966,15386.04
635,2023-06-13,18631.8,18728.9,18631.8,18716.15,233167883,22612.62
636,2023-06-14,18744.6,18769.7,18690.0,18755.9,261354575,19520.08
637,2023-06-15,18774.45,18794.1,18669.05,18688.1,263004991,24820.77
638,2023-06-16,18723.3,18864.7,18710.5,18826.0,272771256,28877.67
639,2023-06-19,18873.3,18881.45,18719.15,18755.45,219815214,22699.84
640,2023-06-20,18752.35,18839.7,18660.65,18816.7,211649257,19687.08
641,2023-06-21,18849.4,18875.9,18794.85,18856.85,217481345,19102.48
642,2023-06-22,18853.6,18886.6,18759.5,18771.25,252697871,24990.87
643,2023-06-23,18741.85,18756.4,18647.1,18665.5,210562119,20619.6
644,2023-06-26,18682.35,18722.05,18646.7,18691.2,171271325,17355.14
645,2023-06-27,18748.55,18829.25,18714.25,18817.4,222464605,21415.89
646,2023-06-28,18908.15,19011.25,18861.35,18972.1,398782019,37356.94
647,2023-06-30,19076.85,19201.7,19024.6,19189.05,247906587,26376.62
648,2023-07-03,19246.5,19345.1,19234.4,19322.55,226050219,22681.54
649,2023-07-04,19406.6,19434.15,19300.0,19389.0,226916635,26634.06
650,2023-07-05,19405.95,19421.6,19339.6,19398.5,224418797,24699.24
651,2023-07-06,19385.7,19512.2,19373.0,19497.3,268261285,28540.18
652,2023-07-07,19422.8,19523.6,19303.6,19331.8,237102566,23089.25
653,2023-07-10,19400.35,19435.85,19327.1,19355.9,268246132,25991.55
654,2023-07-11,19427.1,19515.1,19406.45,19439.4,251263638,26883.78
655,2023-07-12,19497.45,19507.7,19361.75,19384.3,327941559,40163.14
656,2023-07-13,19495.2,19567.0,19385.8,19413.75,310442517,27244.56
657,2023-07-14,19493.45,19595.35,19433.5,19564.5,291165841,25484.44
658,2023-07-17,19612.15,19731.85,19562.95,19711.45,268707894,25975.57
659,2023-07-18,19787.5,19819.45,19690.2,19749.25,286353897,33269.08
660,2023-07-19,19802.95,19851.7,19727.45,19833.15,259660464,26447.9
661,2023-07-20,19831.7,19991.85,19758.4,19979.15,274698867,30622.66
662,2023-07-21,19800.45,19887.4,19700.0,19745.0,,
663,2023-07-24,19748.45,19782.75,19658.3,19672.35,265562151,24522.29
664,2023-07-25,19729.35,19729.35,19615.95,19680.6,369653496,29665.67
665,2023-07-26,19733.35,19825.6,19716.7,19778.3,244747425,23023.86
666,2023-07-27,19850.9,19867.55,19603.55,19659.9,334891351,35019.13
667,2023-07-28,19659.75,19695.9,19563.1,19646.05,258671382,22995.98
668,2023-07-31,19666.35,19772.75,19597.6,19753.8,295053318,23075.38
669,2023-08-01,19784.0,19795.6,19704.6,19733.55,298048161,24554.71
670,2023-08-02,19655.4,19678.25,19423.55,19526.55,290666798,23997.47
671,2023-08-03,19463.75,19537.65,19296.45,19381.65,315688612,29899.38
672,2023-08-04,19462.8,19538.85,19436.45,19517.0,280799561,28086.15
673,2023-08-07,19576.85,19620.45,19524.8,19597.3,216586074,21655.87
674,2023-08-08,19627.2,19634.4,19533.1,19570.85,260294052,25437.47
675,2023-08-09,19578.8,19645.5,19467.5,19632.55,266495074,23201.75
676,2023-08-10,19605.55,19623.6,19495.4,19543.1,312193785,29430.34
677,2023-08-11,19554.25,19557.75,19412.75,19428.3,235524048,24521.24
678,2023-08-14,19383.95,19465.85,19257.9,19434.55,243850815,22767.43
679,2023-08-16,19369.0,19482.75,19317.2,19465.0,226627230,21484.66
680,2023-08-17,19450.55,19461.55,19326.25,19365.25,268663456,26505.65
681,2023-08-18,19301.75,19373.8,19253.6,19310.15,256142364,25641.41
682,2023-08-21,19320.65,19425.95,19296.3,19393.6,262589133,20738.75
683,2023-08-22,19417.1,19443.5,19381.3,19396.45,208704354,20226.48
684,2023-08-23,19439.2,19472.05,19366.6,19444.0,225214991,20167.16
685,2023-08-24,19535.15,19584.45,19369.0,19386.7,268256859,24338.24
686,2023-08-25,19297.4,19339.55,19229.7,19265.8,466518217,24998.12
687,2023-08-28,19298.35,19366.85,19249.7,19306.05,248178769,18237.22
688,2023-08-29,19374.85,19377.9,19309.1,19342.65,307388116,22501.12
689,2023-08-30,19433.45,19452.8,19334.75,19347.45,233004568,19877.49
690,2023-08-31,19375.55,19388.2,19223.65,19253.8,562557215,45699.54
691,2023-09-01,19258.15,19458.55,19255.7,19435.3,372502191,25962.38
692,2023-09-04,19525.05,19545.15,19432.85,19528.8,396071122,24822.79
693,2023-09-05,19564.65,19587.05,19525.75,19574.9,303958622,24029.89
694,2023-09-06,19581.2,19636.45,19491.5,19611.05,512974083,32500.52
695,2023-09-07,19598.65,19737.0,19550.05,19727.05,304929822,23591.0
696,2023-09-08,19774.8,19867.15,19728.05,19819.95,288093693,23530.84
697,2023-09-11,19890.0,20008.15,19865.35,19996.35,248763130,21924.34
698,2023-09-12,20110.15,20110.35,19914.65,19993.2,328064239,30110.8
699,2023-09-13,19989.5,20096.9,19944.1,20070.0,,
700,2023-09-14,20127.95,20167.65,20043.45,20103.1,275111881,21902.65
701,2023-01-02,18131.7,18215.15,18086.5,18197.45,256073979,11793.06
702,2023-01-03,18163.2,18251.95,18149.8,18232.55,208699772,13680.91
703,2023-01-04,18230.65,18243.0,18020.6,18042.95,235162202,16687.71
704,2023-01-05,18101.95,18120.3,17892.6,17992.15,269949738,22108.53
705,2023-01-06,18008.05,18047.4,17795.55,17859.45,238220578,17495.25
706,2023-01-09,17952.55,18141.4,17936.15,18101.2,257237669,19916.16
707,2023-01-10,18121.3,18127.6,17856.0,17914.15,283277918,20570.3
708,2023-01-11,17924.25,17976.35,17824.35,17895.7,259853294,20204.33
709,2023-01-12,17920.85,17945.8,17761.65,17858.2,227769060,19762.43
710,2023-01-13,17867.5,17999.35,17774.25,17956.6,256700729,21341.7
711,2023-01-16,18033.15,18049.65,17853.65,17894.85,206195816,16728.37
712,2023-01-17,17922.8,18072.05,17886.95,18053.3,219055125,17461.09
713,2023-01-18,18074.3,18183.75,18032.45,18165.35,255840928,20500.07
714,2023-01-19,18119.8,18155.2,18063.75,18107.85,237833991,18413.13
715,2023-01-20,18115.6,18145.45,18016.2,18027.65,237225269,19519.96
716,2023-01-23,18118.45,18162.6,18063.45,18118.55,202460434,17060.12
717,2023-01-24,18183.95,18201.25,18078.65,18118.3,216910302,19705.91
718,2023-01-25,18093.35,18100.6,17846.15,17891.95,257227052,20890.56
719,2023-01-27,17877.2,17884.75,17493.55,17604.35,476342611,40104.83
720,2023-01-30,17541.95,17709.15,17405.55,17648.95,432434028,38159.88
721,2023-01-31,17731.45,17735.7,17537.55,17662.15,398338541,35023.7
722,2023-02-01,17811.6,17972.2,17353.4,17616.3,512870802,38486.19
723,2023-02-02,17517.1,17653.9,17445.95,17610.4,490113567,37639.96
724,2023-02-03,17721.75,17870.3,17584.2,17854.05,424123037,34503.67
725,2023-02-06,17818.55,17823.7,17698.35,17764.6,282544790,21864.88
726,2023-02-07,17790.1,17811.15,17652.55,17721.5,354395693,23611.08
727,2023-02-08,17750.3,17898.7,17744.15,17871.7,290994265,23733.4
728,2023-02-09,17885.5,17916.9,17779.8,17893.45,260854055,21529.97
729,2023-02-10,17847.55,17876.95,17801.0,17856.5,231991834,17063.99
730,2023-02-13,17859.1,17880.7,17719.75,17770.9,231276483,17406.31
731,2023-02-14,17840.35,17954.55,17800.05,17929.85,244512944,20579.8
732,2023-02-15,17896.6,18034.1,17853.8,18015.85,229273800,21457.34
733,2023-02-16,18094.75,18134.75,18000.65,18035.85,230246175,18891.55
734,2023-02-17,17974.85,18034.25,17884.6,17944.2,208053929,16998.33
735,2023-02-20,17965.55,18004.35,17818.4,17844.6,174563233,14729.07
736,2023-02-21,17905.8,17924.9,17800.3,17826.7,198248205,15593.09
